Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Sr. Data Scientist,$150K (Employer est.),"Location: 1000 Nicollet Mall, Minneapolis, Minnesota, United States, 55403-2542
Join Target’s Data Science and Analytics team where your goal will be to accelerate omni-channel experimentation to foster a culture of continuous innovation at Target. We believe that continuous innovation is critical to delivering and exceeding our brand promise of “Expect More Pay Less” to Target’s guests irrespective of their preferred channel of engagement and commerce. You will enable continuous innovation and drive business performance in our Merch Planning Data Sciences space.
A role with Data Science and Analytics is a chance to help develop our in-house strength for getting the maximum value from Target’s many data assets. We see data as a product and an opportunity to experiment and refine our approach to new guest experiences. Together, we positively impact changes to various initiatives, processes and interdependencies that require exceptional data collection, measurement and analysis—ultimately leading to quicker and more meaningful decision-making. This is a role for someone passionate about data, feature experimentation and business strategy.",3.7,"Target
3.7","Minneapolis, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD)
Predictive Modeler,$150K (Employer est.),"Predictive Modeler
Lancer Insurance Company, Inc. – Long Beach, NY
Lancer Insurance Company is looking for a talented and motivated predictive modeler to work with a data architect and/or data scientist to develop predictive models to provide modeling solutions that meet organizational needs and to perform in-depth analysis to guide and support strategic business decisions. The right candidate will be a successful communicator and self-starter with strong analytical skills who exhibits creativity, hustle, integrity, and teamwork.
Duties and Responsibilities:
· Identify areas where data can be used to improve business activities, defining business users’ requirements. Make recommendations for the usage of data in business and communicate the benefits and return on investment for application and product owners.",3.3,"Lancer Insurance Company
3.3",Remote,201 to 500 Employees,1985,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD)
Data Scientist,$150K (Employer est.),"Chewy is looking for a Data Scientist or Statistician or Economist with a background in marketing measurement to join the Measurement Science team at Chewy. The team is committed to developing data-drive solutions, advancing measurement capabilities, building optimization frameworks, establishing best practices, and identifying growth opportunities across marketing channels, using methodologies such as marketing mix modeling (MMM), testing / experimentation, attribution, causal Inference, forecasting, 3rd party solutions, etc.
As we grow the Measurement Science function within the Marketing Science & Operations team and set up various capabilities from ground up, you will have the opportunity to operate or lead as a full-stack data scientist. In that capacity, you will have the opportunity to develop backend modeling frameworks, solve business problems, design experiments, build pipelines to streamline model development, partner with media partners and 3rd-party vendors to identify and implement new capabilities and best measurement practices, etc. For such efforts, you have chance to work closely with business partners, Analytics, Product and Tech teams, as well as external parties.",3.2,"Chewy
3.2","Bellevue, WA",10000+ Employees,2011,Company - Public,Pet & Pet Supplies Stores,Retail,$2 to $5 billion (USD)
Data Scientist,$150K (Employer est.),"We are adding a Data Scientist to our growing team!

ABOUT AMERICAN CAPITAL GROUP
American Capital Group (ACG) is a fully-integrated real estate investment and development company. The company has designed and built more than 80 multifamily properties across 12 states over its 33 year history. Today, ACG is an industry leader with dedicated personnel in Engineering, Design, Acquisition, Development, Construction, Property Management, and Investment Management. We strongly value teamwork, integrity, transparency and strive to deliver the highest quality products and services to our investors and customers.",4.3,"American Capital Group
4.3","Bellevue, WA",51 to 200 Employees,1986,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable
VP Data Science/Machine Learning,$150K (Employer est.),"VP Data Science/Machine Learning
PLEASE APPLY through the WEBSITE https://jobs.lever.co/enlitic/
About Us
We are shaping the next generation of diagnostic healthcare tools to help patients around the globe. By using AI and deep learning, we help Radiologists diagnose earlier and with more accuracy. We believe we are working on one of the biggest impact opportunities in healthcare and are deploying our technology around the globe. Our mission is to bridge human and artificial intelligence to advance medical diagnostics to improve patient outcomes. We have been featured on TED, CNN, WSJ, NYTimes, Inc,
Fortune, named 5th smartest AI company by MIT Tech Review.",3.4,"Enlitic
3.4","Fort Collins, CO",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
"Data Scientist, System Analytics",$150K (Employer est.),"High growth, pre-IPO company in stealth mode
Join a rapidly growing company that is developing ground-breaking genomics technologies that will push the boundaries in the clinical, life sciences research and therapeutic fields. We are well-funded by global top-tier investors, including venture capital firms and growth equity investors. Our team brings together unique and diverse expertise across multiple disciplines, from healthcare and life sciences, to engineering, to technology and software and beyond. We are a collaborative group of more than 200 employees, including successful entrepreneurs, hardware and software engineers, genomics and biotechnology experts, molecular and computational biologists, software and algorithm experts, and operations and commercial leaders. Play an important role in the development and commercialization of technology and products that will accelerate our understanding of life, biology and disease and transform large industries.",4.1,"Stealth Mode Startup
4.1","Newark, CA",1 to 50 Employees,-1,Unknown,-1,-1,Less than $1 million (USD)
Geospatial Data Scientist,$150K (Employer est.),"Mid - Senior Geospatial Data Scientist
EpochGeo is looking for a mid to senior level Geospatial Data Scientist to support one of the most innovative, exciting, and growing offices that is rooted in geospatial automated analytic projects in the national security space.
Are you a technical geographer who loves to work with data, find patterns in it, and then turn it into actionable intelligence? Are you a data scientist who loves to draw out insights from data, and work with analysts and engineers to turn those insights into automated workflows? If so, please reach out to us at EpochGeo to chat.
Location-based big data can be overwhelming, inaccessible, and noisy. EpochGeo is a data services firm specializing in supporting the full spectrum data cycle: beginning with scalable data storage and ending in producing impactful analytics. Our developers, analysts, and data scientists have a proven track record applying open-source innovative technology, data science, and actionable analytics to inform customers’ data driven decisions.",-1,EpochGeo,"Washington, DC",-1,-1,-1,-1,-1,-1
Senior Data Scientist,$150K (Employer est.),"MetLife Legal Plans is the leading consumer legal service in the United States, providing the best legal services for working families. Through our network of over 17,000 attorneys, members of our legal insurance plans can resolve legal matters that range from buying a new home to adopting a child. You can learn more at legalplans.com.
Whether you are making a will after starting a family, negotiating the contract on your dream home, or just want the peace of mind of having our attorneys on your side, we make it easy and affordable to get quality legal help.
About the role
At MetLife Legal Plans, we build technology that makes it easy to solve legal problems. With millions of customers, we rely on data-driven decision making to improve our business. We are looking for a senior data scientist to join our team and help us organize and analyze all of our data.",-1,MetLife Legal Plans,Remote,-1,-1,-1,-1,-1,-1
Data Scientist,$150K (Employer est.),"Your Opportunity

We are looking for a curious, optimistic, and innovative data scientist who takes initiative to solve problems that help our clients and one another succeed. Our large client base and multi-channel transaction volume offers a fertile data environment to build models, discover new insights, and guide decision-making at Schwab.

Data Science is an enterprise team within the Data, Analytics, and Insight (DAI) organization that builds models and provides advanced analytical support across all business units including retail, institutional, marketing, digital, and operations. Our data scientists collaborate directly with business, product, technology, and other analytical teams in DAI to solve complex business problems by building state-of-the-art models and tools to grow the business, streamline costs, and improve customer experiences.",3.9,"Charles Schwab
3.9","Lone Tree, CO",10000+ Employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Data Scientist,$150K (Employer est.),"Data Scientist
Come join a growing financial technology company that’s leading the marketplace in both the marketing and servicing of credit cards! Continental Finance Company specializes in credit card options for those consumers with less than perfect credit. We are seeking a Data Scientist to support our Data Science team.
The Data Scientist will be responsible for developing quantitative/analytic models and applications in support of the firm's risk underwriting and marketing effort. This role focuses on the development of models, strategies, and operational guidelines for the organization's various credit card products as they relate to the analysis, tracking, and reporting of various risk metrics. This role requires advanced degree in statistics/probability, physics, applied mathematics or another heavy quantitative discipline. Our Quantitative Analytic staff is focused on and responsible for the development of the theory and mathematics behind various models. This position reports to Chief Data Scientist.",4.0,"Continental Finance Company, LLC
4.0","Wilmington, DE",51 to 200 Employees,2005,Company - Private,Lending,Finance,$5 to $10 million (USD)
Data Scientist,$150K (Employer est.),"MetLife Legal Plans is the leading consumer legal service in the United States, providing the best legal services for working families. Through our network of over 17,000 attorneys, members of our legal insurance plans can resolve legal matters that range from buying a new home to adopting a child. You can learn more at legalplans.com.
Whether you are making a will after starting a family, negotiating the contract on your dream home, or just want the peace of mind of having our attorneys on your side, we make it easy and affordable to get quality legal help.
About the role
At MetLife Legal Plans, we build technology that makes it easy to solve legal problems. With millions of customers, we rely on data-driven decision making to improve our business. We are looking for a data scientist to join our team and help us organize and analyze all of our data.",-1,MetLife Legal Plans,Remote,-1,-1,-1,-1,-1,-1
Machine Learning Scientist,$150K (Employer est.),"About Prenosis
Prenosis is a health tech innovator devoted to ushering in a new era of precision diagnostics in acute care using artificial intelligence. Its ImmunixTMprecision diagnostics platform leverages machine learning algorithms trained on deep biological data and broad clinical data to more holistically capture and illuminate the complex health states of patients. Its proprietary NOSISTMdataset is the largest and fastest-growing hybrid biomarker-clinical dataset for sepsis care. Sepsis kills more people worldwide than all cancers combined, or roughly 1 person every 3 seconds. Awareness and funding for the condition is limited compared to other diseases such as cancer. Be part of a team that helps revolutionize this underserved critical problem!
Be a core member of a tight-knit team that is changing the world with a revolutionary homegrown dataset! Play a leadership role in a company that doesn’t just consume healthcare data, but contributes by generating much cleaner and more powerful data!",-1,"Prenosis, Inc.",Remote,-1,-1,-1,-1,-1,-1
Image Data Scientist - Computational Pathology,$150K (Employer est.),"At Reveal, we believe that data matters. Help us use the power of data to innovate the field of pathology and improve global healthcare. Our proprietary deep learning-based platform, ImageDx™, delivers scientists and pathologists a novel class of actionable, quantitative data to accelerate research and enhance patient care.
We are seeking an enthusiastic and talented image data scientist to join our computational pathology team. The successful candidate will be a key member of the team developing new technical approaches for our computer-assisted diagnosis digital pathology products. This is an excellent opportunity to work on challenging, interesting projects with great potential for significant societal impact.
The successful candidate will enjoy working in a highly collaborative environment developing, cutting-edge products. Excellent communication and creative problem-solving skills are required. Previous experience in digital pathology, high content screening, or large biomedical image sets is a plus.",4.7,"Reveal Biosciences
4.7","San Diego, CA",1 to 50 Employees,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Less than $1 million (USD)
Senior Data Scientist/ML Engineer,$150K (Employer est.),"About Deep Sentinel
Deep Sentinel is a breakthrough, next generation home security company that combines state-of-the-art technology (camera, audio, mobile interface, etc.), artificial intelligence and real human guards watching cameras in real-time. No other security company does this. Whereas all other physical security solutions are either reactive (when it is often too late) or require self-monitoring, Deep Sentinel is truly proactive, intervening on potential criminal activity before it happens. Deep Sentinel is literally the only monitored home security system that can (and does!) predict then prevent burglaries before they happen. The Deep Sentinel solution is also easy to install and extremely affordable.
To see how it works, visit: https://www.deepsentinel.com/how-it-works/
The company is backed by top investors including Jeff Bezos and top-tier Venture Capital firms including Shasta Ventures (Nest, NextDoor), Slow Ventures, UP2398, FoundersFund (Facebook) and Lux Capital.",3.3,"Deep Sentinel Corp.
3.3",Remote,1 to 50 Employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,$150K (Employer est.),"Meet MedPro Group. We’re an industry-leading Berkshire Hathaway insurance company with a passion for our clients and our team. We are hundreds of professionals with varied backgrounds and experience levels who came together to achieve one goal: protecting those who have made it their mission to serve and care for others. Never considered the insurance industry before? We think you should.

What We Look For...

Experienced practitioners who are passionate about data and applying the latest machine learning technology to solve business problems.
Self-starters interested in growing with the department and a strong desire to see projects from beginning to end.
Driven and genuinely curious people who can accomplish tasks without extensive direction.

In this role you will...

Design and build the tools that progress the company along its digital journey.
Utilize a vast amount of data to help develop a deep understanding of underwriting risk and medical malpractice claims severity.
Build common analytic platforms across our diverse businesses.
Build natural language models for medical data extraction and better claim insights.
Declare, create, and test new programs, methodologies, and software.
Develop and implement Machine Learning / Deep Learning models.
Lead the monitoring and maintenance of models.
Communication to all affected departments. This includes the creation of appropriate documents (PowerPoint presentations, etc.) to be used in the communication of predictive model results to the company.
Mentor lower level associates.
Practice teamwork, flexibility and adaptability, obsessive client focus, results orientation, decision making and critical thinking, effective communication.

What Skills You Need...


Research, modeling or actuarial experience required. Healthcare / medical malpractice experience is preferred
Strong understanding of insurance related modeling and data, as well as current tools (software, existing code, theory) and data manipulation techniques
Strong math skills, including a working knowledge of multivariate calculus, linear algebra, basic probabilistic and statistical concepts, and regression


Strong Python/R programming skills required. Minimum 4+ years’ experience in Python/R scripting and manipulating data
Experience with Natural Language Processing/Text Mining or Healthcare
Experience in machine learning, including deep learning models
Ability to break down complex problems into simple tasks and elegant solutions


The ability to translate technical ideas into simple explanations to non-technical audiences
The ability to speak with precision and concision


Masters in Statistics or related field. A history of continued learning or accomplishment is preferred.
4+ years of technical experience with the above qualifications


Doctorate degree in Statistics or related field
Experience with multiple programming languages
Experience in linguistics or medical terminology
Experience with AWS Cloud services

Why Medpro?

MedPro Group’s mission is built on a century-old legacy of protecting those who protect others. From our roots in our hometown of Fort Wayne, Indiana, we've worked diligently to become the nation's premier healthcare liability coverage provider, currently insuring more than 300,000 customers. With that growth, we've built a significant presence in all 50 states. Our team works across the country to provide the best strategies to mitigate risk and preserve the reputations of those who have entrusted their good name to us. That passion – built on a foundation of a culture that values uncompromised integrity, obsessive client focus, great teamwork, and a long-term mindset – makes MedPro a preferred employer that many call their career home.

What’s in it for you?

Competitive benefits package with medical, dental, vision, and profit sharing.
Traditional and Roth 401k with company matching, fully vested on day one.
Continued education support and conference attendance.
Catered, discounted meals, gym, yoga studio with classes.
Additionally, this position may allow for flexible remote days or full remote, depending on candidate experience and skillset. Expect to be at headquarters for important deliverable meetings, Data Science team activities, and company activities.


MedPro Group is an Equal Opportunity Employer.",3.8,"MedPro Group
3.8",Remote,501 to 1000 Employees,1899,Subsidiary or Business Segment,Insurance Carriers,Insurance,$1 to $2 billion (USD)
Senior Data Scientist,$150K (Employer est.),"Your Opportunity

We are looking for a curious, optimistic, and innovative data scientist who takes initiative to solve problems that help our clients and one another succeed. Our large client base and multi-channel transaction volume offers a fertile data environment to build models, discover new insights, and guide decision-making at Schwab.

Data Science is an enterprise team within the Data, Analytics, and Insight (DAI) organization that builds models and provides advanced analytical support across all business units including retail, institutional, marketing, digital, and operations. Our data scientists collaborate directly with business, product, technology, and other analytical teams in DAI to solve complex business problems by building state-of-the-art models and tools to grow the business, streamline costs, and improve customer experiences.",3.9,"Charles Schwab
3.9","Lone Tree, CO",10000+ Employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Sr. Data Analyst/Scientist,$150K (Employer est.),"Are you interested in defining the future of creativity by making it fast, fun, and frictionless to make sophisticated-looking content? Passionate about the next generation of users and building modern solutions that connect to leading social and digital platforms?
We are a group of storytellers, technology innovators, and change agents. Building off Adobe Spark’s initial success, we are now re-imagining (from the ground up!) the way people discover, create, and publish the full range of media types - from graphics to imaging to video - right in the browser and on their mobile devices. Our aim is to build fast and easy product experiences that enable students, social influencers, marketers, small businesses - really anyone with something to say - to make something that will stand out and impress their audience. Join us in building a new creativity platform that will help define Creative Cloud and Adobe’s Digital Media business!
We are seeking an experienced Sr Data Science Analyst to support the Adobe Spark and CC Education teams. This role is a strategic role, partnering with product managers and the leadership team making key decisions about the direction of our products. We’re looking for someone who has experience and passion about behavioral analysis for software products.",4.4,"Adobe
4.4","Seattle, WA",10000+ Employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
Big Data Scientist / Remote / Senior,$150K (Employer est.),"Location of role: 100% remote role
Salary or Hourly range: up to 175K Depending on experience DOE
Key Points of the role:
Masters or PhD in a quantitative discipline (Computer Science Mathematics Statistics ML/AI Engineering Econometrics or equivalent).
7-10 years experience and high proficiency in data acquisition and manipulation of large datasets using databases in multiple environments.
7-10 years experience and high proficiency in Big Data programming languages.
High proficiency in the use of statistical packages.
Advanced experience and deep fundamental knowledge of supervised unsupervised reinforcement learning machine learning algorithms such as classifiers cluster analysis dimension reduction regression ANN CNN RNN Gradient Boosting Random Forests Bayesian Inference NLP/NLU etc. predictive and optimization modeling.",5.0,"Paul May & Associates
5.0",Remote,1 to 50 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Data Scientist,$150K (Employer est.),"A growing biotech company is looking for a data scientist. This role is within a well-funded protein design company that focuses on computational modeling, artificial intelligence, and machine learning. Candidates will be assisting the team with developing novel drugs by using machine learning and artificial intelligence on novel protein data bases. This position offers excellent room for growth and experience within a growing company. This position provides a challenging work environment with competitive compensation.

Responsibilities include:
Program automated repetitive manual data handling tasks
Build supervised and unsupervised models for the computational design of synthetic protein sequences with desired structure and function.
Assess intra-experiment and inter-experiment data for correlation and statistical significance",4.3,"Momentum Staffing Group LLC
4.3","Boston, MA",51 to 200 Employees,2008,Private Practice / Firm,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD)
Senior Data Scientist - Ads Optimization,$150K (Employer est.),"Your Job
This role sits within the SMB Ads Optimization Team. At Indeed, SMB Ads are sponsored jobs created by employers that are looking for the right candidates in Indeed’s marketplace. We decide which sponsored jobs will be presented to job seekers in different channels by considering the employer's willingness to pay. In Indeed’s search, one of Indeed’s main channels, we do this by solving an auction at search time. However, in general, we combine multiple bidding and pricing strategies with optimization algorithms to define the right pricing strategy at the right moment.

As a Data Scientist in the SMB Ads Optimization team, your role is to design and build different mechanisms to find the right value to charge our customers. We are looking for a mixture of statistician, scientist, machine learning expert, and engineer: someone who has passion for building and improving Internet-scale products informed by data. You will be directly influencing Indeed's ads platform's future and responsible for improving our marketplace experimentation strategy. Last but not least, you will spend time understanding and making sense of highly non-linear systems while figuring out how to optimize them.




We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time.",4.3,"Indeed
4.3",Remote,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD)
Machine Learning Scientist / Data Scientist,$150K (Employer est.),"Location: this is a remote position
Classification: Exempt
Reports to: Chief Scientific Officer
Date: 10/15/2021
Who is Dynam.AI?
Dynam.AI provides customers across the globe with platform-enabled AI solutions built to uplevel any organization in any industry. Dynam.AI's detection, prediction, and optimization technologies have emerged from years of intensive research and development by a team of world-leading AI physicists and engineers. Dynam.AI's suite of AI-enabled solutions is uniquely adaptable to tackle specific business needs, all while setting the industry standard in precision and accuracy. Dynam.AI is a portfolio company of Analytics Ventures, named Best VC for Artificial Intelligence by Awards.AI.",-1,Dynamai Inc,"San Diego, CA",-1,-1,-1,-1,-1,-1
Data Scientist and Engineer,$150K (Employer est.),"DATA SCIENTIST
Here's your rare opportunity to join our client's exciting, fast-growing, and dynamic team in Suffern, NY!
About you:
You have 3++ years of solid expertise in developing market forecasting, analysis and campaign reporting.
You have strong experience in R or Python
Java, Alteryx, VBA, SQL, ETL a plus.
You’re well-spoken, and can verbally communicate well with Fortune 500 clients.",-1,PAIIR Solutions,"Suffern, NY",-1,-1,-1,-1,-1,-1
"Data Scientist, Distribution Strategy",$150K (Employer est.),"Job Description:
The Wall Street Journal is looking for a data scientist to help drive our newsroom distribution strategy. The goal of the role is to examine and make recommendations on how we distribute our news content, on and off platform. This job involves in-depth data analysis/modeling, strategic thinking, and a strong knowledge of audience segmentation and engagement practices. The results of your work will impact the way we produce and distribute our journalism.
You will sit within the Journal's programming strategy team, which is a team at the nexus of news and product thinking. The team focuses on the best way to bring digital innovation to the newsroom and works with our editors as well as our product and engineering teams on great news experiences that resonate with our audiences, current and future. You will be a close partner to the strategy editors in this group who are embedded in coverage areas throughout the newsroom. While the strategy editors focus on specific areas of coverage, data scientists focused on distribution strategy look at the whole picture, addressing where we have missed opportunities for coverage, where we have too much coverage and scheduling as well as placement practices. You will have the opportunity to solve problems alongside newsroom leaders and inform their decision making.",3.8,"Dow Jones
3.8","New York, NY",5001 to 10000 Employees,1882,Subsidiary or Business Segment,News Outlet,Media,$500 million to $1 billion (USD)
Data Scientist,$150K (Employer est.),"The NSA Story The National Security Agency (NSA) exists to obtain insight into foreign adversaries' plans and intentions and protect our U.S. cybersecurity interests. We provide national security insights and threat warnings to government decision-makers and eradicate cybersecurity threats. How You Can Contribute Data science is present in every aspect of the NSA mission. Are you ready to use your technical expertise to analyze large data sets to inform decision-makers against foreign threats? Data scientists at NSA tackle high priority, often lifesaving, foreign intelligence and cybsersecurity challenges by leveraging big data, high-performance computing, machine learning, and a breadth of other methodologies. Data scientists have opportunities to attend technical conferences with experts from industry and academia as well as explore and share NSA's challenges and successes at technical roundtables. Responsibilities - Exploratory data analysis and exploratory model-fitting to reveal data features of interest - Machine-learned predictive modeling - Construct usable data sets from multiple sources to meet customer needs - Identifying and analyzing anomalous data (including metadata) - Developing conceptual design and models to address mission requirements - Developing qualitative and quantitative methods for characterizing datasets in various states. - Performing analytic modeling, scripting, and/or programming - Working collaboratively and iteratively throughout the data-science lifecycle - Designing and developing analytics and techniques for analysis - Analyzing data using mathematical and statistical methods - Evaluating, documenting, and communicating research processes, analyses, and results to customers, peers, and leadership - Creating interpretable visualizations",3.6,"National Security Agency
3.6","Fort Meade, MD",Unknown,-1,Government,Federal Agencies,Government,Unknown / Non-Applicable
Senior Data Scientist,$150K (Employer est.),"Senior Data Scientist Job Description
Location: Based in Austin, TX
About Us:
At Valkyrie, we are scientists, innovators and strategists on a mission to advance the field of data science and put our cutting-edge technology to work on humanity's biggest challenges. We champion integrity, ingenuity and inclusion. We see opportunity in adversity and believe in creating a brighter, more human future with thoughtfully designed solutions. We seek leaders in the fields of science and strategy who think with both sides of their brains and are deeply committed to serving clients and their customers.
Senior Scientist Position:",-1,Valkyrie,"Austin, TX",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Machine Learning Engineer,$150K (Employer est.),"BigBear.ai is seeking an experienced Machine Learning Engineer to build and develop our next-generation enterprise products. You will work in close partnership with engineers, developers, designers, and BigBear.ai leadership throughout the process, and play a key role in the development and implementation our products. The ideal candidate will have a growth mindset and a creative and collaborative approach with customer satisfaction top of mind. You will be self-driven and fueled by your passion for building and delivering amazing products to market.
This is an ideal opportunity to be part of one the fastest growing AI/ML companies in the industry. At BigBear.ai, we're in this business together. We own it, we make it thrive, and we enjoy the challenges of our work. We know that our employees play the largest role in our continual success. That is why we foster an environment of growth and development, with an emphasis on opportunity, recognition, and work-life balance. We give the same high level of commitment to our employees that we give to our clients. If BigBear.ai sounds like the place where you want to be, we'd enjoy speaking with you. This position may be located in San Diego, CA., McLean, VA., or possibly remote.",4.5,"Bigbear.ai
4.5","San Diego, CA",501 to 1000 Employees,2020,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Data Scientist,$150K (Employer est.),"Discovery is at the core of everything we do - whether it’s a great value, incredible style, or building long-lasting partnerships with people around the world. That’s what makes TJX different. You can find it all across our brands: TJ Maxx, Marshalls, HomeGoods, Sierra, and Homesense. Every one of our brands has one thing in common: environments that are always changing. That’s just how we like it. Every day is an opportunity to discover something new about our business, our partnerships, and even about yourself. Come discover what different can mean for you.

Posting Notes: Framingham || MA

Data Scientist",3.7,"TJX Companies
3.7","Framingham, MA",10000+ Employees,1976,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD)
Machine Learning Engineer,$150K (Employer est.),"Scanslated, Inc. is a digital health startup. We use AI software to automatically translate medical reports into a patient-friendly version.
Scanslated, Inc is looking for a Machine Learning Engineer to join our growing team.
The Machine Learning Engineer will perform the following tasks:
Analyze the text of radiology reports to retrieve important findings
Work closely with a team of radiologist who will help label reports
Extensive testing to ensure accuracy
Minimum Qualifications:
Minimum of 3 years experience with machine learning.",-1,"Scanslated, Inc.",Remote,-1,-1,-1,-1,-1,-1
Predictive Modeler,$150K (Employer est.),"Predictive Modeler
Lancer Insurance Company, Inc. – Long Beach, NY
Lancer Insurance Company is looking for a talented and motivated predictive modeler to work with a data architect and/or data scientist to develop predictive models to provide modeling solutions that meet organizational needs and to perform in-depth analysis to guide and support strategic business decisions. The right candidate will be a successful communicator and self-starter with strong analytical skills who exhibits creativity, hustle, integrity, and teamwork.
Duties and Responsibilities:
· Identify areas where data can be used to improve business activities, defining business users’ requirements. Make recommendations for the usage of data in business and communicate the benefits and return on investment for application and product owners.",3.3,"Lancer Insurance Company
3.3",Remote,201 to 500 Employees,1985,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD)
Data Scientist Senior or Lead,$150K (Employer est.),"Data Scientist Senior or Lead
Job Number: 176895

Starting your role from the comfort of your home, you’ll be provided office equipment and virtual training. However, as circumstances change, such as the situation with COVID-19 evolves, you will be required to work full-time in our office location when we are ready to open our offices.
As a data scientist at Level20, you’ll advance the use of technology, machine learning, applied statistics and large sets of labeled data to develop our new and differentiated product features and functionality. You'll play a role that spans from machine learning engineer to business consultant. In our startup-like culture, you’ll represent data science within our cross functional teams of software engineers, product strategists and product leaders at our downtown Cleveland office. Visit www.Level20.com to learn more.",3.9,"Progressive
3.9","Cleveland, OH",10000+ Employees,1937,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
Senior Data Scientist,$150K (Employer est.),"Overview
Intuit is looking for innovative and hands-on Senior Data scientist to join the Intuit AI team. This team embeds artificial intelligence and machine learning into our product portfolio and business to create smarter products, improve anti-fraud and security, and enhance customer care. We aim to save our customers time (""Never enter data""), increase their prosperity by making actionable financial recommendations, and enable them to have complete confidence in our products
What you'll bring
BS, MS, or PhD in an appropriate technology field (Computer Science, Statistics, Applied Math, Operations Research, etc.)",4.5,"Intuit
4.5","San Diego, CA",5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
Data Scientist I - US Remote Eligible,$150K (Employer est.),"At Edward Jones, we help clients achieve their serious, long-term financial goals by understanding their needs and implementing tailored solutions. To ensure a personal client experience, we have located our 14,000+ branch offices where our more than 7 million clients live and work.

A typical branch office has one financial advisor who meets with clients face-to-face and one branch office administrator who enhances the team's ability to build deep relationships with clients. Headquarters associates in St. Louis and Tempe provide support and expertise to help U.S. and Canada branch teams deliver an ideal client experience. Edward Jones currently has more branch offices than any other financial services firm, and we continue to grow to meet the needs of long-term individual investors.
Data Scientist
Firm Analytics

Come join us in Firm Analytics, where we strive to unleash the full potential of data and AI to address business challenges. As a Data Scientist on our team, you will design, develop and deliver data science solutions requiring advanced mathematical methods, statistical and machine learning models in support of data-driven strategies. You will combine data from multiple sources to develop innovative solutions to business problems and collaborate with business partners and other data scientists to develop tailored analytic solutions that inform and influence business decisions across the firm.






Salary: $75962 - $129341
Category: Headquarters",3.9,"EDWARD JONES
3.9","Saint Louis, MO",10000+ Employees,1922,Company - Private,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD)
